animal,condition,thetaPeakHz,betaPeakHz,beta2PeakHz,line50ExcessDb,line60ExcessDb,combinedNoiseScore,reviewFlag,reviewReason
ANM00190422,all_moving,7.70645912279819,15.8945719407713,23.6010310635694,-0.0931034444115539,0.275108165597516,0.0875945058373802,0,
ANM204878,all_moving,7.70645912257608,14.9312645499912,23.1193773677282,0.638014516760524,0.26166384004485,0.319493646539035,0,
ANM212379,all_moving,8.66976651178181,17.3395330235636,26.9726069255434,0.305011972469426,-0.00807306046402445,0,0,
ANM228899,all_moving,7.70645912122849,15.8945719375338,23.1193773636855,1.11737612912635,0.540665330054551,2.15957439783001,1,spectral_roughness
ANM228900,all_moving,7.70645912155361,15.8945719382043,23.1193773646608,0.20422628630855,0.0711419131650004,0,0,
