animal,resSaveIndex,band,binNumber,binStartUs,binEndUs,binMidMinutesFromRun1Start,validSecondsInBin,burstCount,burstRatePerMinute
ANM212379,7,beta_13_30Hz,61,10802000000,10862000000,60.5,28.423802883286,0,0
ANM212379,7,beta_13_30Hz,62,10862000000,10922000000,61.5,36.6322176042349,2,3.27580495662177
ANM212379,7,beta_13_30Hz,63,10922000000,10982000000,62.5,58.1249433667196,4,4.12903628113324
ANM212379,7,beta_13_30Hz,64,10982000000,11008000000,63.2166666666667,2.37422592027448,0,0
ANM212379,7,beta2_23_30Hz,1,7202000000,7262000000,0.5,20.3147366423485,1,2.95352093686131
ANM212379,7,beta2_23_30Hz,2,7262000000,7322000000,1.5,25.4321971229401,1,2.35921417681523
ANM212379,7,beta2_23_30Hz,3,7322000000,7382000000,2.5,31.7225779236674,10,18.9139735567441
ANM212379,7,beta2_23_30Hz,4,7382000000,7442000000,3.5,33.8798592039167,7,12.3967457323862
ANM212379,7,beta2_23_30Hz,5,7442000000,7502000000,4.5,28.4308992032868,5,10.5518998134719
ANM212379,7,beta2_23_30Hz,6,7502000000,7562000000,5.5,15.1871385617557,0,0
ANM212379,7,beta2_23_30Hz,7,7562000000,7622000000,6.5,30.2201856034937,13,25.8105628547108
ANM212379,7,beta2_23_30Hz,8,7622000000,7682000000,7.5,38.2187520044184,7,10.9893698243063
ANM212379,7,beta2_23_30Hz,9,7682000000,7742000000,8.5,37.4047027243242,7,11.228534633611
ANM212379,7,beta2_23_30Hz,10,7742000000,7802000000,9.5,39.6887040045883,16,24.1882425762509
ANM212379,7,beta2_23_30Hz,11,7802000000,7862000000,10.5,27.4789785631768,13,28.3853345642636
ANM212379,7,beta2_23_30Hz,12,7862000000,7922000000,11.5,28.7461785633233,5,10.4361697795464
ANM212379,7,beta2_23_30Hz,13,7922000000,7982000000,12.5,41.2458393647683,13,18.910998345842
ANM212379,7,beta2_23_30Hz,14,7982000000,8042000000,13.5,27.50736384318,7,15.2686386959662
ANM212379,7,beta2_23_30Hz,15,8042000000,8102000000,14.5,26.3547187230468,7,15.9364250635207
ANM212379,7,beta2_23_30Hz,16,8102000000,8162000000,15.5,30.431047683518,5,9.85835266402888
ANM212379,7,beta2_23_30Hz,17,8162000000,8222000000,16.5,24.0271257627777,5,12.4858879485599
ANM212379,7,beta2_23_30Hz,18,8222000000,8282000000,17.5,42.1977600048784,18,25.5937755908168
ANM212379,7,beta2_23_30Hz,19,8282000000,8342000000,18.5,45.1690905652219,19,25.2384979581092
ANM212379,7,beta2_23_30Hz,20,8342000000,8402000000,19.5,38.0535091243992,12,18.9207254880562
ANM212379,7,beta2_23_30Hz,21,8402000000,8462000000,20.5,41.7628569648281,20,28.7336664014777
ANM212379,7,beta2_23_30Hz,22,8462000000,8522000000,21.5,39.6400435245827,16,24.2179350636853
ANM212379,7,beta2_23_30Hz,23,8522000000,8582000000,22.5,48.362434565591,18,22.3313819848184
ANM212379,7,beta2_23_30Hz,24,8582000000,8642000000,23.5,38.1001420844046,12,18.8975673215328
ANM212379,7,beta2_23_30Hz,25,8642000000,8702000000,24.5,37.5243264043381,15,23.9844411942849
ANM212379,7,beta2_23_30Hz,26,8702000000,8762000000,25.5,46.9289779254253,13,16.6208605957602
ANM212379,7,beta2_23_30Hz,27,8762000000,8822000000,26.5,36.1506816041793,14,23.2360764092174
ANM212379,7,beta2_23_30Hz,28,8822000000,8882000000,27.5,27.3492172831618,6,13.1630823753645
ANM212379,7,beta2_23_30Hz,29,8882000000,8942000000,28.5,32.2811596837319,3,5.57600785608427
ANM212379,7,beta2_23_30Hz,30,8942000000,9002000000,29.5,31.8087475236773,6,11.3176414673991
ANM212379,7,beta2_23_30Hz,31,9002000000,9062000000,30.5,29.5186636834126,5,10.1630616892925
ANM212379,7,beta2_23_30Hz,32,9062000000,9122000000,31.5,29.6048332834225,4,8.10678437883283
ANM212379,7,beta2_23_30Hz,33,9122000000,9182000000,32.5,12.2066841614112,5,24.5766988014965
ANM212379,7,beta2_23_30Hz,34,9182000000,9242000000,33.5,52.2268876860378,19,21.8278371641273
ANM212379,7,beta2_23_30Hz,35,9242000000,9302000000,34.5,34.704046084012,12,20.746860416708
ANM212379,7,beta2_23_30Hz,36,9302000000,9362000000,35.5,44.2029772851102,9,12.2163716827712
ANM212379,7,beta2_23_30Hz,37,9362000000,9422000000,36.5,45.6790118452808,6,7.88108116741567
ANM212379,7,beta2_23_30Hz,38,9422000000,9482000000,37.5,45.9446169653115,20,26.1184025302901
ANM212379,7,beta2_23_30Hz,39,9482000000,9542000000,38.5,53.0683084861351,24,27.1348388723606
ANM212379,7,beta2_23_30Hz,40,9542000000,9602000000,39.5,39.9076761646136,12,18.0416418392818
ANM212379,7,beta2_23_30Hz,41,9602000000,9662000000,40.5,43.4213683250198,20,27.6361627072113
ANM212379,7,beta2_23_30Hz,42,9662000000,9722000000,41.5,35.8577049641454,13,21.7526470469856
ANM212379,7,beta2_23_30Hz,43,9722000000,9782000000,42.5,51.0134169658975,21,24.6993844941285
ANM212379,7,beta2_23_30Hz,44,9782000000,9842000000,43.5,41.770967044829,19,27.29168321089
ANM212379,7,beta2_23_30Hz,45,9842000000,9902000000,44.5,41.4992793647976,16,23.132931816988
ANM212379,7,beta2_23_30Hz,46,9902000000,9962000000,45.5,41.7283891248241,15,21.5680504058709
ANM212379,7,beta2_23_30Hz,47,9962000000,10022000000,46.5,47.5595366454982,16,20.1852260915765
ANM212379,7,beta2_23_30Hz,48,10022000000,10082000000,47.5,32.4950630437567,11,20.3107776437075
ANM212379,7,beta2_23_30Hz,49,10082000000,10142000000,48.5,36.9941299242768,18,29.1938208091568
ANM212379,7,beta2_23_30Hz,50,10142000000,10202000000,49.5,35.4897100841029,11,18.5969397449555
ANM212379,7,beta2_23_30Hz,51,10202000000,10262000000,50.5,45.0504806452081,15,19.9775892978343
ANM212379,7,beta2_23_30Hz,52,10262000000,10322000000,51.5,51.8447001659936,20,23.146049570311
ANM212379,7,beta2_23_30Hz,53,10322000000,10382000000,52.5,31.3667481636262,9,17.215683219155
ANM212379,7,beta2_23_30Hz,54,10382000000,10442000000,53.5,41.8632192048397,20,28.6647807500975
ANM212379,7,beta2_23_30Hz,55,10442000000,10502000000,54.5,34.3776153639743,19,33.1611133561827
ANM212379,7,beta2_23_30Hz,56,10502000000,10562000000,55.5,34.469867523985,7,12.1845550960634
ANM212379,7,beta2_23_30Hz,57,10562000000,10622000000,56.5,36.6159974442331,20,32.7725607318939
ANM212379,7,beta2_23_30Hz,58,10622000000,10682000000,57.5,37.9156377643833,19,30.066749953785
ANM212379,7,beta2_23_30Hz,59,10682000000,10742000000,58.5,43.8917529650742,23,31.4409862166613
ANM212379,7,beta2_23_30Hz,60,10742000000,10802000000,59.5,31.9385088036923,12,22.5433192396498
ANM212379,7,beta2_23_30Hz,61,10802000000,10862000000,60.5,28.423802883286,8,16.8872547410696
ANM212379,7,beta2_23_30Hz,62,10862000000,10922000000,61.5,36.6322176042349,11,18.0169272614197
ANM212379,7,beta2_23_30Hz,63,10922000000,10982000000,62.5,58.1249433667196,21,21.6774404759495
ANM212379,7,beta2_23_30Hz,64,10982000000,11008000000,63.2166666666667,2.37422592027448,1,25.2713945575422
ANM228899,8,beta_13_30Hz,1,6096600000,6156600000,0.5,30.1015756848679,1,1.99325113835028
ANM228899,8,beta_13_30Hz,2,6156600000,6216600000,1.5,28.8931737646725,0,0
ANM228899,8,beta_13_30Hz,3,6216600000,6276600000,2.5,29.8785484848319,1,2.00812967974196
ANM228899,8,beta_13_30Hz,4,6276600000,6336600000,3.5,41.6918937667423,0,0
ANM228899,8,beta_13_30Hz,5,6336600000,6396600000,4.5,39.1280947263277,1,1.5334250343559
ANM228899,8,beta_13_30Hz,6,6396600000,6456600000,5.5,32.1564672052002,0,0
ANM228899,8,beta_13_30Hz,7,6456600000,6516600000,6.5,33.5230156854212,2,3.57963021961018
ANM228899,8,beta_13_30Hz,8,6516600000,6576600000,7.5,38.332293126199,0,0
ANM228899,8,beta_13_30Hz,9,6576600000,6636600000,8.5,35.7441638457804,0,0
ANM228899,8,beta_13_30Hz,10,6636600000,6696600000,9.5,34.4952115255784,1,1.73937185326461
ANM228899,8,beta_13_30Hz,11,6696600000,6756600000,10.5,34.9443072056511,0,0
ANM228899,8,beta_13_30Hz,12,6756600000,6816600000,11.5,35.5444531257481,0,0
ANM228899,8,beta_13_30Hz,13,6816600000,6876600000,12.5,33.0911539253514,2,3.62634679560289
ANM228899,8,beta_13_30Hz,14,6876600000,6936600000,13.5,28.6103347246268,1,2.097144286409
ANM228899,8,beta_13_30Hz,15,6936600000,6996600000,14.5,39.0145536063093,3,4.61366293758878
ANM228899,8,beta_13_30Hz,16,6996600000,7056600000,15.5,38.740838406265,3,4.64625979728129
ANM228899,8,beta_13_30Hz,17,7056600000,7116600000,16.5,42.3275212868451,1,1.41751744907036
ANM228899,8,beta_13_30Hz,18,7116600000,7176600000,17.5,26.3891865642676,2,4.5473171258142
ANM228899,8,beta_13_30Hz,19,7176600000,7236600000,18.5,39.3997824063716,0,0
ANM228899,8,beta_13_30Hz,20,7236600000,7296600000,19.5,47.0131200076028,2,2.55247896716053
ANM228899,8,beta_13_30Hz,21,7296600000,7356600000,20.5,44.6834995272261,1,1.3427775495391
ANM228899,8,beta_13_30Hz,22,7356600000,7416600000,21.5,47.4480230476731,0,0
ANM228899,8,beta_13_30Hz,23,7416600000,7476600000,22.5,39.198044166339,1,1.53068861664084
ANM228899,8,beta_13_30Hz,24,7476600000,7536600000,23.5,41.1434496066536,1,1.4583123333999
ANM228899,8,beta_13_30Hz,25,7536600000,7596600000,24.5,37.9683532861401,4,6.32105369941364
ANM228899,8,beta_13_30Hz,26,7596600000,7656600000,25.5,39.8529331264449,1,1.50553535945856
ANM228899,8,beta_13_30Hz,27,7656600000,7716600000,26.5,40.5098496065511,2,2.96224254509684
ANM228899,8,beta_13_30Hz,28,7716600000,7776600000,27.5,45.5441817673652,3,3.95220625368616
ANM228899,8,beta_13_30Hz,29,7776600000,7836600000,28.5,43.2226713669898,5,6.94080191047879
ANM228899,8,beta_13_30Hz,30,7836600000,7896600000,29.5,33.3304012853901,0,0
ANM228899,8,beta_13_30Hz,31,7896600000,7956600000,30.5,34.5002803255793,2,3.47823260760665
ANM228899,8,beta_13_30Hz,32,7956600000,8016600000,31.5,35.0740684856721,0,0
ANM228899,8,beta_13_30Hz,33,8016600000,8076600000,32.5,50.8907520082299,0,0
ANM228899,8,beta_13_30Hz,34,8076600000,8136600000,33.5,38.1640089661717,4,6.28864751113369
ANM228899,8,beta_13_30Hz,35,8136600000,8196600000,34.5,33.2168601653717,2,3.61262321009795
ANM228899,8,beta_13_30Hz,36,8196600000,8256600000,35.5,10.5542553617068,1,5.6849107723595
ANM228899,8,beta_13_30Hz,37,8256600000,8316600000,36.5,25.6430592041469,0,0
ANM228899,8,beta_13_30Hz,38,8316600000,8376600000,37.5,31.8553804851515,0,0
ANM228899,8,beta_13_30Hz,39,8376600000,8436600000,38.5,25.0783948840556,2,4.78499523413653
ANM228899,8,beta_13_30Hz,40,8436600000,8496600000,39.5,36.6900019259334,3,4.90596867133909
ANM228899,8,beta_13_30Hz,41,8496600000,8556600000,40.5,32.7201177652914,5,9.16867115674724
ANM228899,8,beta_13_30Hz,42,8556600000,8616600000,41.5,47.5068211276826,2,2.52595305582497
ANM228899,8,beta_13_30Hz,43,8616600000,8676600000,42.5,44.596316167212,1,1.34540260623843
ANM228899,8,beta_13_30Hz,44,8676600000,8736600000,43.5,43.774156807079,3,4.11201524208208
ANM228899,8,beta_13_30Hz,45,8736600000,8796600000,44.5,40.2655334465116,2,2.9802163222153
ANM228899,8,beta_13_30Hz,46,8796600000,8856600000,45.5,53.0784460885837,2,2.26080469273214
ANM228899,8,beta_13_30Hz,47,8856600000,8916600000,46.5,43.0584422469633,4,5.57381984753353
ANM228899,8,beta_13_30Hz,48,8916600000,8976600000,47.5,41.9615539267859,4,5.71952126507874
ANM228899,8,beta_13_30Hz,49,8976600000,9036600000,48.5,45.344471047333,6,7.93922592291821
ANM228899,8,beta_13_30Hz,50,9036600000,9096600000,49.5,43.3990656070183,3,4.14755473377959
ANM228899,8,beta_13_30Hz,51,9096600000,9156600000,50.5,31.3353216050674,4,7.659088456944
ANM228899,8,beta_13_30Hz,52,9156600000,9216600000,51.5,19.2289996831096,1,3.12028711783186
ANM228899,8,beta_13_30Hz,53,9216600000,9276600000,52.5,40.2837811265146,5,7.44716587198767
ANM228899,8,beta_13_30Hz,54,9276600000,9336600000,53.5,37.1015884859999,2,3.23436286414748
ANM228899,8,beta_13_30Hz,55,9336600000,9396600000,54.5,25.5538483241325,6,14.0878976596266
ANM228899,8,beta_13_30Hz,56,9396600000,9456600000,55.5,38.5725542462378,4,6.22204063718203
ANM228899,8,beta_13_30Hz,57,9456600000,9516600000,56.5,46.2234009674751,3,3.89413146225775
ANM228899,8,beta_13_30Hz,58,9516600000,9576600000,57.5,30.2262681648881,5,9.92514187869513
ANM228899,8,beta_13_30Hz,59,9576600000,9636600000,58.5,44.7585177672382,6,8.0431617926255
ANM228899,8,beta_13_30Hz,60,9636600000,9696600000,59.5,48.7436083278826,3,3.69279185876428
ANM228899,8,beta_13_30Hz,61,9696600000,9756600000,60.5,55.3888051289573,6,6.49950832414314
ANM228899,8,beta_13_30Hz,62,9756600000,9816600000,61.5,24.3707904039412,1,2.4619636460497
ANM228899,8,beta_13_30Hz,63,9816600000,9876600000,62.5,43.1212953669734,5,6.95711938722903
ANM228899,8,beta_13_30Hz,64,9876600000,9936600000,63.5,46.6289049675407,5,6.43377750793925
ANM228899,8,beta_13_30Hz,65,9936600000,9996600000,64.5,37.5618355260744,7,11.1815621925198
ANM228899,8,beta_13_30Hz,66,9996600000,10056600000,65.5,45.1680768073044,3,3.98511543380326
ANM228899,8,beta_13_30Hz,67,10056600000,10116600000,66.5,38.8300492862795,3,4.63558515398544
ANM228899,8,beta_13_30Hz,68,10116600000,10176600000,67.5,42.5637273668833,6,8.45790588067948
ANM228899,8,beta_13_30Hz,69,10176600000,10236600000,68.5,53.7688166486953,8,8.92710738151696
ANM228899,8,beta_13_30Hz,70,10236600000,10296600000,69.5,22.8907008037018,0,0
ANM228899,8,beta_13_30Hz,71,10296600000,10356600000,70.5,1.63519488026444,0,0
ANM228899,8,beta_13_30Hz,72,10356600000,10416600000,71.5,32.0824627251883,7,13.091264333341
ANM228899,8,beta_13_30Hz,73,10416600000,10476600000,72.5,34.4830464055765,9,15.6598693064622
ANM228899,8,beta_13_30Hz,74,10476600000,10536600000,73.5,44.3013120071643,17,23.0241488070387
ANM228899,8,beta_13_30Hz,75,10536600000,10596600000,74.5,40.8707481666095,8,11.7443409169629
ANM228899,8,beta_13_30Hz,76,10596600000,10656600000,75.5,49.6752537680333,11,13.2862934748553
ANM228899,8,beta_13_30Hz,77,10656600000,10716600000,76.5,43.3625702470124,10,13.8368181724961
ANM228899,8,beta_13_30Hz,78,10716600000,10776600000,77.5,40.2067353665021,10,14.9228728602493
ANM228899,8,beta_13_30Hz,79,10776600000,10796200000,78.1633333333333,10.926305281767,6,32.948008564317
ANM228899,8,beta2_23_30Hz,1,6096600000,6156600000,0.5,30.1015756848679,12,23.9190136602033
ANM228899,8,beta2_23_30Hz,2,6156600000,6216600000,1.5,28.8931737646725,7,14.5363054755006
ANM228899,8,beta2_23_30Hz,3,6216600000,6276600000,2.5,29.8785484848319,8,16.0650374379357
ANM228899,8,beta2_23_30Hz,4,6276600000,6336600000,3.5,41.6918937667423,8,11.5130294317045
ANM228899,8,beta2_23_30Hz,5,6336600000,6396600000,4.5,39.1280947263277,13,19.9345254466267
ANM228899,8,beta2_23_30Hz,6,6396600000,6456600000,5.5,32.1564672052002,11,20.5246427037006
ANM228899,8,beta2_23_30Hz,7,6456600000,6516600000,6.5,33.5230156854212,14,25.0574115372713
ANM228899,8,beta2_23_30Hz,8,6516600000,6576600000,7.5,38.332293126199,12,18.7831183913154
ANM228899,8,beta2_23_30Hz,9,6576600000,6636600000,8.5,35.7441638457804,8,13.4287656600663
ANM228899,8,beta2_23_30Hz,10,6636600000,6696600000,9.5,34.4952115255784,5,8.69685926632303
ANM228899,8,beta2_23_30Hz,11,6696600000,6756600000,10.5,34.9443072056511,7,12.0191251046488
ANM228899,8,beta2_23_30Hz,12,6756600000,6816600000,11.5,35.5444531257481,9,15.1922438668448
ANM228899,8,beta2_23_30Hz,13,6816600000,6876600000,12.5,33.0911539253514,9,16.318560580213
ANM228899,8,beta2_23_30Hz,14,6876600000,6936600000,13.5,28.6103347246268,5,10.485721432045
ANM228899,8,beta2_23_30Hz,15,6936600000,6996600000,14.5,39.0145536063093,18,27.6819776255327
ANM228899,8,beta2_23_30Hz,16,6996600000,7056600000,15.5,38.740838406265,15,23.2312989864064
ANM228899,8,beta2_23_30Hz,17,7056600000,7116600000,16.5,42.3275212868451,13,18.4277268379147
ANM228899,8,beta2_23_30Hz,18,7116600000,7176600000,17.5,26.3891865642676,3,6.82097568872131
ANM228899,8,beta2_23_30Hz,19,7176600000,7236600000,18.5,39.3997824063716,6,9.13710629888611
ANM228899,8,beta2_23_30Hz,20,7236600000,7296600000,19.5,47.0131200076028,17,21.6960712208645
ANM228899,8,beta2_23_30Hz,21,7296600000,7356600000,20.5,44.6834995272261,14,18.7988856935474
ANM228899,8,beta2_23_30Hz,22,7356600000,7416600000,21.5,47.4480230476731,11,13.9099578361119
ANM228899,8,beta2_23_30Hz,23,7416600000,7476600000,22.5,39.198044166339,5,7.65344308320421
ANM228899,8,beta2_23_30Hz,24,7476600000,7536600000,23.5,41.1434496066536,6,8.74987400039937
ANM228899,8,beta2_23_30Hz,25,7536600000,7596600000,24.5,37.9683532861401,11,17.3828976733875
ANM228899,8,beta2_23_30Hz,26,7596600000,7656600000,25.5,39.8529331264449,7,10.5387475162099
ANM228899,8,beta2_23_30Hz,27,7656600000,7716600000,26.5,40.5098496065511,11,16.2923339980326
ANM228899,8,beta2_23_30Hz,28,7716600000,7776600000,27.5,45.5441817673652,10,13.1740208456205
ANM228899,8,beta2_23_30Hz,29,7776600000,7836600000,28.5,43.2226713669898,9,12.4934434388618
ANM228899,8,beta2_23_30Hz,30,7836600000,7896600000,29.5,33.3304012853901,9,16.2014251006543
ANM228899,8,beta2_23_30Hz,31,7896600000,7956600000,30.5,34.5002803255793,9,15.6520467342299
ANM228899,8,beta2_23_30Hz,32,7956600000,8016600000,31.5,35.0740684856721,9,15.3959897814704
ANM228899,8,beta2_23_30Hz,33,8016600000,8076600000,32.5,50.8907520082299,7,8.25297295532357
ANM228899,8,beta2_23_30Hz,34,8076600000,8136600000,33.5,38.1640089661717,13,20.4381044111845
ANM228899,8,beta2_23_30Hz,35,8136600000,8196600000,34.5,33.2168601653717,5,9.03155802524488
ANM228899,8,beta2_23_30Hz,36,8196600000,8256600000,35.5,10.5542553617068,3,17.0547323170785
ANM228899,8,beta2_23_30Hz,37,8256600000,8316600000,36.5,25.6430592041469,13,30.4175876127081
ANM228899,8,beta2_23_30Hz,38,8316600000,8376600000,37.5,31.8553804851515,15,28.2526840456201
ANM228899,8,beta2_23_30Hz,39,8376600000,8436600000,38.5,25.0783948840556,7,16.7474833194779
ANM228899,8,beta2_23_30Hz,40,8436600000,8496600000,39.5,36.6900019259334,11,17.98855179491
ANM228899,8,beta2_23_30Hz,41,8496600000,8556600000,40.5,32.7201177652914,11,20.1710765448439
ANM228899,8,beta2_23_30Hz,42,8556600000,8616600000,41.5,47.5068211276826,12,15.1557183349498
ANM228899,8,beta2_23_30Hz,43,8616600000,8676600000,42.5,44.596316167212,12,16.1448312748612
ANM228899,8,beta2_23_30Hz,44,8676600000,8736600000,43.5,43.774156807079,13,17.818732715689
ANM228899,8,beta2_23_30Hz,45,8736600000,8796600000,44.5,40.2655334465116,13,19.3714060943995
ANM228899,8,beta2_23_30Hz,46,8796600000,8856600000,45.5,53.0784460885837,17,19.2168398882232
ANM228899,8,beta2_23_30Hz,47,8856600000,8916600000,46.5,43.0584422469633,16,22.2952793901341
ANM228899,8,beta2_23_30Hz,48,8916600000,8976600000,47.5,41.9615539267859,12,17.1585637952362
ANM228899,8,beta2_23_30Hz,49,8976600000,9036600000,48.5,45.344471047333,13,17.2016561663228
ANM228899,8,beta2_23_30Hz,50,9036600000,9096600000,49.5,43.3990656070183,16,22.1202919134912
ANM228899,8,beta2_23_30Hz,51,9096600000,9156600000,50.5,31.3353216050674,6,11.488632685416
ANM228899,8,beta2_23_30Hz,52,9156600000,9216600000,51.5,19.2289996831096,3,9.36086135349559
ANM228899,8,beta2_23_30Hz,53,9216600000,9276600000,52.5,40.2837811265146,21,31.2780966623482
ANM228899,8,beta2_23_30Hz,54,9276600000,9336600000,53.5,37.1015884859999,15,24.2577214811061
ANM228899,8,beta2_23_30Hz,55,9336600000,9396600000,54.5,25.5538483241325,11,25.8278123759822
ANM228899,8,beta2_23_30Hz,56,9396600000,9456600000,55.5,38.5725542462378,18,27.9991828673191
ANM228899,8,beta2_23_30Hz,57,9456600000,9516600000,56.5,46.2234009674751,25,32.4510955188146
ANM228899,8,beta2_23_30Hz,58,9516600000,9576600000,57.5,30.2262681648881,13,25.8053688846073
ANM228899,8,beta2_23_30Hz,59,9576600000,9636600000,58.5,44.7585177672382,13,17.4268505506886
ANM228899,8,beta2_23_30Hz,60,9636600000,9696600000,59.5,48.7436083278826,15,18.4639592938214
ANM228899,8,beta2_23_30Hz,61,9696600000,9756600000,60.5,55.3888051289573,15,16.2487708103578
ANM228899,8,beta2_23_30Hz,62,9756600000,9816600000,61.5,24.3707904039412,8,19.6957091683976
ANM228899,8,beta2_23_30Hz,63,9816600000,9876600000,62.5,43.1212953669734,17,23.6542059165787
ANM228899,8,beta2_23_30Hz,64,9876600000,9936600000,63.5,46.6289049675407,29,37.3159095460477
ANM228899,8,beta2_23_30Hz,65,9936600000,9996600000,64.5,37.5618355260744,9,14.3762942475254
ANM228899,8,beta2_23_30Hz,66,9996600000,10056600000,65.5,45.1680768073044,20,26.5674362253551
ANM228899,8,beta2_23_30Hz,67,10056600000,10116600000,66.5,38.8300492862795,20,30.9039010265696
ANM228899,8,beta2_23_30Hz,68,10116600000,10176600000,67.5,42.5637273668833,12,16.915811761359
ANM228899,8,beta2_23_30Hz,69,10176600000,10236600000,68.5,53.7688166486953,19,21.2018800311028
ANM228899,8,beta2_23_30Hz,70,10236600000,10296600000,69.5,22.8907008037018,8,20.9692138356191
ANM228899,8,beta2_23_30Hz,71,10296600000,10356600000,70.5,1.63519488026444,1,36.6928741791908
ANM228899,8,beta2_23_30Hz,72,10356600000,10416600000,71.5,32.0824627251883,16,29.9228899047795
ANM228899,8,beta2_23_30Hz,73,10416600000,10476600000,72.5,34.4830464055765,20,34.7997095699161
ANM228899,8,beta2_23_30Hz,74,10476600000,10536600000,73.5,44.3013120071643,28,37.9221274468873
ANM228899,8,beta2_23_30Hz,75,10536600000,10596600000,74.5,40.8707481666095,34,49.9134488970925
ANM228899,8,beta2_23_30Hz,76,10596600000,10656600000,75.5,49.6752537680333,28,33.8196561178134
ANM228899,8,beta2_23_30Hz,77,10656600000,10716600000,76.5,43.3625702470124,29,40.1267727002387
ANM228899,8,beta2_23_30Hz,78,10716600000,10776600000,77.5,40.2067353665021,13,19.3997347183241
ANM228899,8,beta2_23_30Hz,79,10776600000,10796200000,78.1633333333333,10.926305281767,9,49.4220128464755
ANM228900,9,beta_13_30Hz,1,12166400000,12226400000,0.5,19.2918528023059,0,0
ANM228900,9,beta_13_30Hz,2,12226400000,12286400000,1.5,25.926912003099,0,0
ANM228900,9,beta_13_30Hz,3,12286400000,12346400000,2.5,32.9167872039345,1,1.82277813531049
ANM228900,9,beta_13_30Hz,4,12346400000,12406400000,3.5,23.7412454428377,0,0
ANM228900,9,beta_13_30Hz,5,12406400000,12466400000,4.5,16.98352128203,0,0
ANM228900,9,beta_13_30Hz,6,12466400000,12526400000,5.5,27.6056985632996,1,2.17346428899165
ANM228900,9,beta_13_30Hz,7,12526400000,12586400000,6.5,41.1698073649209,0,0
ANM228900,9,beta_13_30Hz,8,12586400000,12646400000,7.5,25.901568003096,0,0
ANM228900,9,beta_13_30Hz,9,12646400000,12706400000,8.5,39.0611865646689,2,3.07210329623066
ANM228900,9,beta_13_30Hz,10,12706400000,12766400000,9.5,37.2009369644465,1,1.61286260228722
ANM228900,9,beta_13_30Hz,11,12766400000,12826400000,10.5,41.8723430450049,3,4.29878021887941
ANM228900,9,beta_13_30Hz,12,12826400000,12886400000,11.5,48.3624345657807,1,1.24063233248505
ANM228900,9,beta_13_30Hz,13,12886400000,12946400000,12.5,28.7705088034389,0,0
ANM228900,9,beta_13_30Hz,14,12946400000,13006400000,13.5,32.1230131238396,1,1.86781980160734
ANM228900,9,beta_13_30Hz,15,13006400000,13066400000,14.5,31.5309772837688,0,0
ANM228900,9,beta_13_30Hz,16,13066400000,13126400000,15.5,27.1180800032414,0,0
ANM228900,9,beta_13_30Hz,17,13126400000,13186400000,16.5,42.6022502450922,1,1.40837631004977
ANM228900,9,beta_13_30Hz,18,13186400000,13246400000,17.5,44.6277427253343,0,0
ANM228900,9,beta_13_30Hz,19,13246400000,13306400000,18.5,47.8778572857227,5,6.26594457244979
ANM228900,9,beta_13_30Hz,20,13306400000,13366400000,19.5,45.3181132854168,0,0
ANM228900,9,beta_13_30Hz,21,13366400000,13426400000,20.5,52.3961856062628,3,3.43536457696808
ANM228900,9,beta_13_30Hz,22,13426400000,13486400000,21.5,44.4128256053086,3,4.05288331797752
ANM228900,9,beta_13_30Hz,23,13486400000,13546400000,22.5,46.3105843255354,0,0
ANM228900,9,beta_13_30Hz,24,13546400000,13606400000,23.5,49.6215244859312,1,1.20915269374707
ANM228900,9,beta_13_30Hz,25,13606400000,13666400000,24.5,40.8707481648852,2,2.93608522936461
ANM228900,9,beta_13_30Hz,26,13666400000,13726400000,25.5,27.4901299232858,0,0
ANM228900,9,beta_13_30Hz,27,13726400000,13786400000,26.5,28.1835417633687,1,2.12890205580849
ANM228900,9,beta_13_30Hz,28,13786400000,13846400000,27.5,33.8352537640443,0,0
ANM228900,9,beta_13_30Hz,29,13846400000,13906400000,28.5,29.0209075234688,0,0
ANM228900,9,beta_13_30Hz,30,13906400000,13966400000,29.5,22.747760642719,0,0
ANM228900,9,beta_13_30Hz,31,13966400000,14026400000,30.5,36.6758092843838,0,0
ANM228900,9,beta_13_30Hz,32,14026400000,14086400000,31.5,56.3407257667343,4,4.25979603091491
ANM228900,9,beta_13_30Hz,33,14086400000,14146400000,32.5,46.9340467256099,2,2.55677931846693
ANM228900,9,beta_13_30Hz,34,14146400000,14206400000,33.5,37.9460505645356,1,1.58119222178226
ANM228900,9,beta_13_30Hz,35,14206400000,14266400000,34.5,50.9495500860899,4,4.71054208711304
ANM228900,9,beta_13_30Hz,36,14266400000,14326400000,35.5,50.5795276860457,4,4.74500279025368
ANM228900,9,beta_13_30Hz,37,14326400000,14386400000,36.5,49.5485337659224,0,0
ANM228900,9,beta_13_30Hz,38,14386400000,14446400000,37.5,53.6208076864092,10,11.1896859799088
ANM228900,9,beta_13_30Hz,39,14446400000,14506400000,38.5,49.9449139259698,3,3.60397057179441
ANM228900,9,beta_13_30Hz,40,14506400000,14566400000,39.5,48.5215948857997,7,8.65593971073109
ANM228900,9,beta_13_30Hz,41,14566400000,14626400000,40.5,47.1084134456308,9,11.4629205380315
ANM228900,9,beta_13_30Hz,42,14626400000,14686400000,41.5,42.701598725104,4,5.620398466695
ANM228900,9,beta_13_30Hz,43,14686400000,14746400000,42.5,47.6801740856991,4,5.03353866889475
ANM228900,9,beta_13_30Hz,44,14746400000,14806400000,43.5,51.1462195261134,7,8.21175062187271
