repository_path,source_archive,script_type,role,archive_sha256,repository_sha256,portability_modified
analysis/05_high_frequency_candidates/batch10_force_v2/find_epoch_info.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",d8f18af626a0a7f1c76c919edc6ac08b3df7c99ee5a804b9c28ae39e315a998e,d8f18af626a0a7f1c76c919edc6ac08b3df7c99ee5a804b9c28ae39e315a998e,no
analysis/05_high_frequency_candidates/batch10_force_v2/find_first_file.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",175f091c70a33b016aff77cc2d2cdcf8181bdab2d7d5bdc5c88d2b7a069bb085,175f091c70a33b016aff77cc2d2cdcf8181bdab2d7d5bdc5c88d2b7a069bb085,no
analysis/05_high_frequency_candidates/batch10_force_v2/find_var.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",9c9ea5eea7c9cc77e6ed9b147d8f5ee124fefba029a9084dfcea8ed46ca51891,9c9ea5eea7c9cc77e6ed9b147d8f5ee124fefba029a9084dfcea8ed46ca51891,no
analysis/05_high_frequency_candidates/batch10_force_v2/get_animal_name.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",6d0dda26698f42e5db7c80ed28f0585894e2b17de449cc28b0b661562d599d24,6d0dda26698f42e5db7c80ed28f0585894e2b17de449cc28b0b661562d599d24,no
analysis/05_high_frequency_candidates/batch10_force_v2/get_col.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",2ad6622e84d79527882d553afa778b99391e18b928acdcee7dd428ce8e83b77c,2ad6622e84d79527882d553afa778b99391e18b928acdcee7dd428ce8e83b77c,no
analysis/05_high_frequency_candidates/batch10_force_v2/get_epoch_col.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",dc29722cb20e75c1579941cd6741c58b3a00d92e5f4b2dcafef398134a82eb20,dc29722cb20e75c1579941cd6741c58b3a00d92e5f4b2dcafef398134a82eb20,no
analysis/05_high_frequency_candidates/batch10_force_v2/get_unit_spikes_for_epoch.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",782fe9eed674026344805e7df10b2b8db13d43275c6e516655236d62e51e87e7,782fe9eed674026344805e7df10b2b8db13d43275c6e516655236d62e51e87e7,no
analysis/05_high_frequency_candidates/batch10_force_v2/infer_epoch_intervals_from_spikes.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",b4f9e6abb55f585ebaaaccee9ebdb73c5f880516acbadeaf2aa71033b0ddee23,b4f9e6abb55f585ebaaaccee9ebdb73c5f880516acbadeaf2aa71033b0ddee23,no
analysis/05_high_frequency_candidates/batch10_force_v2/load_csc_interval_downsampled_chunked.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",d8d61f19dcd51893b118b38d0a3a2d0eb93d264638d62ed2a4a0e1670ce077e1,d8d61f19dcd51893b118b38d0a3a2d0eb93d264638d62ed2a4a0e1670ce077e1,no
analysis/05_high_frequency_candidates/batch10_force_v2/load_csc_interval_raw.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",0bf2a7c1c7bc01a16ced8e2971891d9fe1e945e03694b51978deddca219d8f4c,0bf2a7c1c7bc01a16ced8e2971891d9fe1e945e03694b51978deddca219d8f4c,no
analysis/05_high_frequency_candidates/batch10_force_v2/make_animal_level_memory_link_summary.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",68b8414decb92522b9efaa3c6a0772a6b8beaf227ce09ef1f86ef2b471b3e236,68b8414decb92522b9efaa3c6a0772a6b8beaf227ce09ef1f86ef2b471b3e236,no
analysis/05_high_frequency_candidates/batch10_force_v2/make_batch10_figures.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",aeaec083376d0d11e4073092ffa21a0db1a4872d37cf884d1be68ac24578318d,aeaec083376d0d11e4073092ffa21a0db1a4872d37cf884d1be68ac24578318d,no
analysis/05_high_frequency_candidates/batch10_force_v2/make_batch10_stats_summary.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",f02024bfc96e9887beb6491d483ea5e835bfafbd6ba3b1b2fbfd2eafac4d202e,f02024bfc96e9887beb6491d483ea5e835bfafbd6ba3b1b2fbfd2eafac4d202e,no
analysis/05_high_frequency_candidates/batch10_force_v2/make_beta2_unit_tags.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",d03c3f56b13bf4ee92c0e81d111ac8dc3869c0a79be7a03b82a73c9f2b41e59e,d03c3f56b13bf4ee92c0e81d111ac8dc3869c0a79be7a03b82a73c9f2b41e59e,no
analysis/05_high_frequency_candidates/batch10_force_v2/make_epoch_info.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",091e543ce8aff3c533176ed0e765a64a03ba6639feed56085ba02744789ff3ca,091e543ce8aff3c533176ed0e765a64a03ba6639feed56085ba02744789ff3ca,no
analysis/05_high_frequency_candidates/batch10_force_v2/make_sleep_ripple_qc_plot.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",2d060dbc67aae164695cacc3e4e3079219d1833e8d93f51c5bb07a079790e133,2d060dbc67aae164695cacc3e4e3079219d1833e8d93f51c5bb07a079790e133,no
analysis/05_high_frequency_candidates/batch10_force_v2/normalize_band_labels.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",d6544656e0f31f95f9ec42ed523a6443c0914ae5c4f3ee30c6ef74cdc1f34a3d,d6544656e0f31f95f9ec42ed523a6443c0914ae5c4f3ee30c6ef74cdc1f34a3d,no
analysis/05_high_frequency_candidates/batch10_force_v2/parse_adbitvolts.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",a45c5298564059b253773f10f5b32d3068a5e1bfcb896784c3a8e99ebef0cba1,a45c5298564059b253773f10f5b32d3068a5e1bfcb896784c3a8e99ebef0cba1,no
analysis/05_high_frequency_candidates/batch10_force_v2/ripple_filter_envelope.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",a8a834710f3429ef4f6d3db2d8c16c5556ec81e03deb40f45589206c69badc06,a8a834710f3429ef4f6d3db2d8c16c5556ec81e03deb40f45589206c69badc06,no
analysis/05_high_frequency_candidates/batch10_force_v2/run_b10_force.m,b3.zip,main,"High-frequency candidate detection, screening, state or tiering pipeline",cba0736b0db032b7a5a2d635c2379f4d22fc883bf0913413286584e76534cd39,e6af2df23769330b4709657f1a39799f38cf8fa9c6f32955efa5d55da7dbdfd6,yes
analysis/05_high_frequency_candidates/batch10_force_v2/safe_filename.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",7217d931dd8396af3d95fcdbac9c58173d1fb7b75ab4040427461a053df4ef5b,7217d931dd8396af3d95fcdbac9c58173d1fb7b75ab4040427461a053df4ef5b,no
analysis/05_high_frequency_candidates/batch10_force_v2/standardise_burst_table.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",63518b080867769ac1bf45bc36f145782b7b6d3db029b9c78e5d0caa022f225a,63518b080867769ac1bf45bc36f145782b7b6d3db029b9c78e5d0caa022f225a,no
analysis/05_high_frequency_candidates/batch10_force_v2/try_get_csc_bounds.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",54c932d5165d52ba3e9eb40b85887f7dc3a28f0ed8ad95c8314d1c82cca907b3,54c932d5165d52ba3e9eb40b85887f7dc3a28f0ed8ad95c8314d1c82cca907b3,no
analysis/05_high_frequency_candidates/batch10_force_v2/write_batch10_readme.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",67c722687403706e978648f96c78d35b6e02b2e83c9a8733c3098c535193af9b,67c722687403706e978648f96c78d35b6e02b2e83c9a8733c3098c535193af9b,no
analysis/05_high_frequency_candidates/batch11Nplus/hc31_batch11Nplus_apply_manual_review_override_PLAIN_SCRIPT.m,b2.zip,main,"High-frequency candidate detection, screening, state or tiering pipeline",f8b016d3370b0d5848e2a976fae3f3f54220cafb2820f919c12d0e7ba591ebbe,412654f0700cd5fc0c7bbe007c0f2bee05f531f4cb67e09d77cf90dd786ca702,yes
analysis/05_high_frequency_candidates/batch11Nplus/hc31_batch11Nplus_build_final_master_event_set_FINAL_FIXED.m,b2.zip,main,"High-frequency candidate detection, screening, state or tiering pipeline",a15cfc8d194fb49ba6db02a60de250d026f63e036c810f97e2fe19329c1ff209,2e6a88df3ff4ee6eeae1ff9d39c4a097ab2bc0e88a5ec8d856cd69519899ec5b,yes
analysis/05_high_frequency_candidates/batch11Nplus/hc31_batch11Nplus_detect_candidates_in_epoch.m,b2.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",ab7d87a2807f0da99b299fa20121aaf2a94038195a9113110ae602947d3aa1d8,ab7d87a2807f0da99b299fa20121aaf2a94038195a9113110ae602947d3aa1d8,no
analysis/05_high_frequency_candidates/batch11Nplus/hc31_batch11Nplus_extract_l2_features.m,b2.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",c083e479c811f3ea4fe8db26f3499fbbdf8fb10d597d2a6841eab270c115643c,c083e479c811f3ea4fe8db26f3499fbbdf8fb10d597d2a6841eab270c115643c,no
analysis/05_high_frequency_candidates/batch11Nplus/hc31_batch11Nplus_generate_and_screen_POST_PLAIN_SCRIPT_FINAL_FIXED.m,b2.zip,main,"High-frequency candidate detection, screening, state or tiering pipeline",cd46f37251e311b2af4ff3e380c695ef35231a26a11264cfe9667752c81d7f8f,4f52a186876c065e57d6914da7241928ea661fedbab68d715b18e4bb69d09213,yes
analysis/05_high_frequency_candidates/batch9_force/append_timing_note.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",d0b1a461a23014b2d24d0b827c436565358fb68dbe2f9d5c692afb7bf2537863,d0b1a461a23014b2d24d0b827c436565358fb68dbe2f9d5c692afb7bf2537863,no
analysis/05_high_frequency_candidates/batch9_force/beta_counts_around_ripples.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",fef6ed2de411967093ec5cb1a6e453a7882aa7ed96f72daa4acdf09be81a9e6a,fef6ed2de411967093ec5cb1a6e453a7882aa7ed96f72daa4acdf09be81a9e6a,no
analysis/05_high_frequency_candidates/batch9_force/choose_run1_csc_for_animal.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",a1a01963dd0e747a33479a92b9fde5d22208ec134dbc32ef62c71e2a30fc2fa8,a1a01963dd0e747a33479a92b9fde5d22208ec134dbc32ef62c71e2a30fc2fa8,no
analysis/05_high_frequency_candidates/batch9_force/circular_shift_surrogate_prepost.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",91c7a0babbdf138861b80f4dbe0e11ed287edd76c79ae28bacee28d45ca5fc5d,91c7a0babbdf138861b80f4dbe0e11ed287edd76c79ae28bacee28d45ca5fc5d,no
analysis/05_high_frequency_candidates/batch9_force/compute_ripple_rates.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",4d8d1bd27286c0afbb3e859e9cb5b0a43d730ce02265037849662f8a054cd772,4d8d1bd27286c0afbb3e859e9cb5b0a43d730ce02265037849662f8a054cd772,no
analysis/05_high_frequency_candidates/batch9_force/compute_spike_participation_overlap.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",f9c0946a4fde86d3f6927601b835ed42a84fd5dacf706a7f412777009c7064d1,f9c0946a4fde86d3f6927601b835ed42a84fd5dacf706a7f412777009c7064d1,no
analysis/05_high_frequency_candidates/batch9_force/count_spikes_in_intervals.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",da438a350106142ee07bf9537d0c2b5fe3271ce48222e56554047bcc3cd217ab,da438a350106142ee07bf9537d0c2b5fe3271ce48222e56554047bcc3cd217ab,no
analysis/05_high_frequency_candidates/batch9_force/detect_ripples_from_envelope.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",ca45b1825bceb718894c92bbeb4569404b3099846e9beb1c355b03373c16495f,ca45b1825bceb718894c92bbeb4569404b3099846e9beb1c355b03373c16495f,no
analysis/05_high_frequency_candidates/batch9_force/downsample_lfp.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",75142c9035b83f67563e81c3ad8e3fd0c44fe2bed09b8449331b030e9e087f7d,75142c9035b83f67563e81c3ad8e3fd0c44fe2bed09b8449331b030e9e087f7d,no
analysis/05_high_frequency_candidates/batch9_force/estimate_pos_fs.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",e63687aa20855d5cd59dc4838dd92d6296c0bf850f51e9f91784162d124877ea,e63687aa20855d5cd59dc4838dd92d6296c0bf850f51e9f91784162d124877ea,no
analysis/05_high_frequency_candidates/batch9_force/event_crosscorr.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",a28fac05758dc208d1c05653535a6c684929a3d22ac82920d51f5857f76db16d,a28fac05758dc208d1c05653535a6c684929a3d22ac82920d51f5857f76db16d,no
analysis/05_high_frequency_candidates/batch9_force/exact_sign_flip_p.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",7e08abfc964c905d3419d45974a5956f05a255fa2165560b7ce7a916d05f6540,7e08abfc964c905d3419d45974a5956f05a255fa2165560b7ce7a916d05f6540,no
analysis/05_high_frequency_candidates/batch9_force/extract_position_speed.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",cca1927f734312400d1c0347f59582ef2b16dc2d4a0cbb0384515308daa668d1,cca1927f734312400d1c0347f59582ef2b16dc2d4a0cbb0384515308daa668d1,no
analysis/05_high_frequency_candidates/batch9_force/find_first_file.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",c0502915c71ec1fe146f229901bfcc52d8cc3cbed21c84059797ae7fb9aebf06,c0502915c71ec1fe146f229901bfcc52d8cc3cbed21c84059797ae7fb9aebf06,no
analysis/05_high_frequency_candidates/batch9_force/find_var.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",9c9ea5eea7c9cc77e6ed9b147d8f5ee124fefba029a9084dfcea8ed46ca51891,9c9ea5eea7c9cc77e6ed9b147d8f5ee124fefba029a9084dfcea8ed46ca51891,no
analysis/05_high_frequency_candidates/batch9_force/get_animal_name.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",6d0dda26698f42e5db7c80ed28f0585894e2b17de449cc28b0b661562d599d24,6d0dda26698f42e5db7c80ed28f0585894e2b17de449cc28b0b661562d599d24,no
analysis/05_high_frequency_candidates/batch9_force/get_col.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",09b729331e8f3d4cbf9ec77e0d5649174eff7a04535385c9db5d70820b05d436,09b729331e8f3d4cbf9ec77e0d5649174eff7a04535385c9db5d70820b05d436,no
analysis/05_high_frequency_candidates/batch9_force/load_csc_interval.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",072e8dc49d99de8c0c8fc1a72496415bb3a3fd4b31fa0bffd8d6eeb957689ab1,072e8dc49d99de8c0c8fc1a72496415bb3a3fd4b31fa0bffd8d6eeb957689ab1,no
analysis/05_high_frequency_candidates/batch9_force/make_animal_ripple_summary.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",f5a2a66a958278f52e59203a97472ec1b08520db5069172248907f1d2136cdd5,f5a2a66a958278f52e59203a97472ec1b08520db5069172248907f1d2136cdd5,no
analysis/05_high_frequency_candidates/batch9_force/make_beta_ripple_timing_figures.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",e109e51ec3f8e3531c305913680d07290827d9e62f948b27f069011e184d136d,e109e51ec3f8e3531c305913680d07290827d9e62f948b27f069011e184d136d,no
analysis/05_high_frequency_candidates/batch9_force/make_ripple_qc_figures.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",1e8c360ece8b77114f492bfdef22a9a455c96bbf182cc13600fbaeaed6beb35e,1e8c360ece8b77114f492bfdef22a9a455c96bbf182cc13600fbaeaed6beb35e,no
analysis/05_high_frequency_candidates/batch9_force/make_ripple_rate_figures.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",59924e7f08d155180c3d005b2d265152ab18d8db10ce60e99746a09793835eed,59924e7f08d155180c3d005b2d265152ab18d8db10ce60e99746a09793835eed,no
analysis/05_high_frequency_candidates/batch9_force/make_ripple_stats.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",6db751af886acb68e79ae06930902f3303306b033a3321628250a20a41aa0654,6db751af886acb68e79ae06930902f3303306b033a3321628250a20a41aa0654,no
analysis/05_high_frequency_candidates/batch9_force/make_spike_participation_figures.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",c9d931054939056394c1ba200193ee93506cf9146c241c2c8559cf29d3e4abd4,c9d931054939056394c1ba200193ee93506cf9146c241c2c8559cf29d3e4abd4,no
analysis/05_high_frequency_candidates/batch9_force/make_timing_stats.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",2c499f0f3f7b6e825deef54e8f46cc8268ead5efc1afab12a61ec3372286f509,2c499f0f3f7b6e825deef54e8f46cc8268ead5efc1afab12a61ec3372286f509,no
analysis/05_high_frequency_candidates/batch9_force/normalize_band_labels.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",7ce396cb9c1412666bbd600d3df4c9ba32118a379a314d5a294cc15bd9b181b0,7ce396cb9c1412666bbd600d3df4c9ba32118a379a314d5a294cc15bd9b181b0,no
analysis/05_high_frequency_candidates/batch9_force/parse_adbitvolts.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",31898980a88e05acbf7f209fa8e7f39413c86bf557de347b6d2343fe3a4f069f,31898980a88e05acbf7f209fa8e7f39413c86bf557de347b6d2343fe3a4f069f,no
analysis/05_high_frequency_candidates/batch9_force/ripple_filter_envelope.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",070be63bb88031674453c8720b9be4b63f7f7d337f1fadeaf730e89bde67cb09,070be63bb88031674453c8720b9be4b63f7f7d337f1fadeaf730e89bde67cb09,no
analysis/05_high_frequency_candidates/batch9_force/run_b9_force.m,b3.zip,main,"High-frequency candidate detection, screening, state or tiering pipeline",4fd41768584f4cf1ac16431520d4cb7a99c834dea42a6745fe5904766d6303f6,511288d60844cb3e9c3253f6fd1087145f6fe949079bbe15a242689b8509d1d3,yes
analysis/05_high_frequency_candidates/batch9_force/safe_filename.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",7217d931dd8396af3d95fcdbac9c58173d1fb7b75ab4040427461a053df4ef5b,7217d931dd8396af3d95fcdbac9c58173d1fb7b75ab4040427461a053df4ef5b,no
analysis/05_high_frequency_candidates/batch9_force/standardise_burst_table.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",a2e8e56a52c04102491d627cd4d3f29f4d69ed39025f4f37c739f0f07f7442bf,a2e8e56a52c04102491d627cd4d3f29f4d69ed39025f4f37c739f0f07f7442bf,no
analysis/05_high_frequency_candidates/batch9_force/try_get_csc_bounds.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",36f4ee9fa09a191717f19472201147fb81dea214954b28c991858cdb7e0c13d7,36f4ee9fa09a191717f19472201147fb81dea214954b28c991858cdb7e0c13d7,no
analysis/05_high_frequency_candidates/batch9_force/write_batch9_readme.m,b3.zip,helper,"High-frequency candidate detection, screening, state or tiering pipeline",d0caa46a10a098676c325b772283fef895bed845e5a42478db7f565d7e22e1bb,d0caa46a10a098676c325b772283fef895bed845e5a42478db7f565d7e22e1bb,no
analysis/05_high_frequency_candidates/hc31_batch11K_candidate_ripple_manual_QC_PLAIN_SCRIPT_FIXED.m,b4.zip,main,"High-frequency candidate detection, screening, state or tiering pipeline",5dd9366c82db3f852d3227e68a64300b3a0cd455524eb1b55c6bd7bae91f07c0,2d472f5345667a45d7599c61efd2cb4d302fa0860a453beee4a265150b75f138,yes
analysis/05_high_frequency_candidates/hc31_batch11K_unblind_reviews_PLAIN_SCRIPT.m,b4.zip,main,"High-frequency candidate detection, screening, state or tiering pipeline",7e21e85733c595f83d29b8064dbd57e84e2399a0cefa4d1fa6557d9ec03a4b2d,7e21e85733c595f83d29b8064dbd57e84e2399a0cefa4d1fa6557d9ec03a4b2d,no
analysis/05_high_frequency_candidates/hc31_batch11L2_event_separation_non_circular_morphology_PARENT_WINDOW_FIXED.m,b4.zip,main,"High-frequency candidate detection, screening, state or tiering pipeline",a70b6b773a97193e42c7559335f74027c99cffa2cec61571ba54b9b1faea9202,459287edd9b23e65c508ca10dab79155c80d3b8f827312180dccb2b102621855,yes
analysis/05_high_frequency_candidates/hc31_batch11M3_corrected_pre_rest_post_state_classification_PLAIN_SCRIPT.m,b4.zip,main,"High-frequency candidate detection, screening, state or tiering pipeline",88bda0708967bf35fbd3b906ab668a90aebe3509815c4c298bf3b98e0547b1d3,0249eab77aa946adde09e5f37af4954e0c77ff9fe1b30acf3732c481f3f3617a,yes
analysis/06_candidate_firing_amplitude/batch11O/hc31_batch11O_awake_beta2_speed_matched_PLAIN_SCRIPT.m,b2.zip,main,"Candidate population firing, amplitude QC or synthesis pipeline",ddbfe9b72657b3875de300ea0693ae2ae7cad886adad1264a1f5da2d5fa4418a,54fad5ab19f387f4a399101ea7f9b2ce733c83d410bdd5c3e99ff412f60a114f,yes
analysis/06_candidate_firing_amplitude/batch11O/hc31_batch11O_bh_fdr.m,b2.zip,helper,"Candidate population firing, amplitude QC or synthesis pipeline",c1cb5dd55ffb33b396c0c7e38f013298613f0dec268f9ccbb545162f0cd70437,c1cb5dd55ffb33b396c0c7e38f013298613f0dec268f9ccbb545162f0cd70437,no
analysis/06_candidate_firing_amplitude/batch11O/hc31_batch11O_extract_beta2_context.m,b2.zip,helper,"Candidate population firing, amplitude QC or synthesis pipeline",38537b5b40d2fa9c3013fca28eaa896d13527899e68fe053bd2cd22723547101,38537b5b40d2fa9c3013fca28eaa896d13527899e68fe053bd2cd22723547101,no
analysis/06_candidate_firing_amplitude/batch11O/hc31_batch11O_load_epoch_spikes.m,b2.zip,helper,"Candidate population firing, amplitude QC or synthesis pipeline",cb4c8468113b6647399cead8df0a4fc566bb3cdf2c89147b47743d9b8a9d5503,cb4c8468113b6647399cead8df0a4fc566bb3cdf2c89147b47743d9b8a9d5503,no
analysis/06_candidate_firing_amplitude/batch11O/hc31_batch11O_population_recruitment_and_state_rates_PLAIN_SCRIPT.m,b2.zip,main,"Candidate population firing, amplitude QC or synthesis pipeline",6660960a644a64d72ff28300d1aeb14208c51128d485cffe8ede5265560653e3,78a832f6151a3f694ccd997a728712582bf30213ab9d30c6e2d5b6b42f26718f,yes
analysis/06_candidate_firing_amplitude/batch11P_synthesis/hc31_batch11P_final_synthesis_from_CSVs_PLAIN_SCRIPT.m,b2.zip,main,"Candidate population firing, amplitude QC or synthesis pipeline",df128398a8c2a97117c76d9d6db9ac8f342a08002ff0e5c22a609f4364217bd4,df128398a8c2a97117c76d9d6db9ac8f342a08002ff0e5c22a609f4364217bd4,no
analysis/06_candidate_firing_amplitude/stageB_QC_correction/hc31_batch11O_apply_stageB_QC_correction_PLAIN_SCRIPT_NO_STRLENGTH.m,b2.zip,main,"Candidate population firing, amplitude QC or synthesis pipeline",5ce239592d86d40a425aa7665f5849b64a424728185ccdd8afccd9e7df5a3bcf,5ce239592d86d40a425aa7665f5849b64a424728185ccdd8afccd9e7df5a3bcf,no
analysis/06_candidate_firing_amplitude/stageB_QC_correction/hc31_batch11O_bh_fdr.m,b2.zip,helper,"Candidate population firing, amplitude QC or synthesis pipeline",c1cb5dd55ffb33b396c0c7e38f013298613f0dec268f9ccbb545162f0cd70437,c1cb5dd55ffb33b396c0c7e38f013298613f0dec268f9ccbb545162f0cd70437,no
analysis/07_spike_order/hc31_batch11F_replay_sorted_rasters_PLAIN_SCRIPT.m,b4.zip,main,Spike-order / replay-relevant analysis,e62b6462c2357afd3dd60bc64bb1f931736878834f3f432889cb2aaaa791cc2f,686f7790c535024efa48ce8f092a43748c05d454105eb9802c705b9ff2bdecfd,yes
analysis/07_spike_order/hc31_batch11I_shuffle_controlled_replay_sequences_PLAIN_SCRIPT.m,b4.zip,main,Spike-order / replay-relevant analysis,ff12ba552cc5c974946671b5f8f370e6a743b1869a69afe77e45bdd3419659f7,5408481a477cfcc8bce7b806cd2805ebf6ab2cc77081134fe7c29b5a4baff69a,yes
