eventSet,movementGroup,animal,nPairs,nUniqueControls,eventPostMinusPreZ,inverseControlReuseWeighted_eventPostMinusPreZ,eventMinusControlPostMinusPreZ,inverseControlReuseWeighted_eventMinusControlPostMinusPreZ,eventMinusControlCentralMinusPreZ,inverseControlReuseWeighted_eventMinusControlCentralMinusPreZ,eventMinusControlPostBurstCountChange,inverseControlReuseWeighted_eventMinusControlPostBurstCountChange,eventMinusControlPostBurstFractionChange,inverseControlReuseWeighted_eventMinusControlPostBurstFractionChange
TierAC,SustainedImmobility,ANM00190422,54,45,-0.0363763362449234,-0.0558562901811933,-0.0414406645888085,-0.19977308794184,0.970331196042313,0.591678492973388,0.0555555555555556,-0.133333333333333,0.0244799152386217,-0.0207634666175296
TierAC,SustainedImmobility,ANM204878,40,40,0.108557817909008,0.108557817909008,0.101977567072698,0.101977567072698,1.12430031590326,1.12430031590326,0.1,0.1,0.0229975124378109,0.0229975124378109
TierAC,SustainedImmobility,ANM212379,109,108,0.0127274902329245,0.00864013887379684,0.0114462522156737,0.0101125426741627,1.8416908427903,1.83299091104887,0.0825688073394495,0.087962962962963,0.0115101100004565,0.011301133222775
TierAC,SustainedImmobility,ANM228899,34,34,-0.228867443643451,-0.228867443643451,-0.334034836263269,-0.334034836263269,0.243604786882834,0.243604786882834,-0.0294117647058824,-0.0294117647058824,-0.0126155984781972,-0.0126155984781972
TierAC,SustainedImmobility,ANM228900,20,20,-0.166927984081056,-0.166927984081056,-0.0122343981632021,-0.0122343981632021,0.185602707615807,0.185602707615807,-0.15,-0.15,-0.0212624378109453,-0.0212624378109453
