animal,resSaveIndex,epoch,eventIndex,eventStartUs,eventEndUs,eventPeakUs,nSpikes,nActiveUnits,observedCorrelation,batch11FOriginalCorrelation,correlationReproductionDifference,shuffleMeanCorrelation,shuffleSdCorrelation,shuffleZ,shufflePTwoSided,shufflePForward,shufflePReverse,observedPercentileInNull,sequenceDirection,nValidShuffles,selectedInputRow,shuffleQWithinEpoch,isUncorrectedSignificant,isFdrSignificant,fdrSequenceClass
ANM228900,9,Run1Awake,171,12955047533.8866,12955177295.1726,12955103290.6892,39,13,-0.357149140215142,-0.357149140215142,-1.66533453693773e-16,0.0111380005814179,0.156635165253727,-2.35124175468508,0.004995004995005,1,0.000999000999000999,0,reverse_like,1000,171,0.814920019739297,1,0,not_FDR_significant
